text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
https://t.co/KqXhnKCKG1  #plague #pandemic #influenza #Ebola #measles #Funding #History,FALSE,0,NA,08-03-19 17:31,FALSE,NA,1.10407E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fabricdragon,0,FALSE,FALSE,NA,NA
https://t.co/yjaVWrrtWN  #plague #influenza #Ebola #pandemic #History,FALSE,0,NA,08-03-19 17:30,FALSE,NA,1.10407E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fabricdragon,0,FALSE,FALSE,NA,NA
RT @cellhostmicrobe: A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functionalÉ??,FALSE,0,NA,08-03-19 17:05,FALSE,NA,1.10407E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sbdrysdale,6,TRUE,FALSE,NA,NA
Join @ATS_AII for a comprehensive JC É??Lung gd T Cells Mediate Protective Responses during Neonatal Influenza InfectÉ?? https://t.co/h1xIvKQKS3,FALSE,1,NA,08-03-19 16:46,TRUE,NA,1.10406E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ATS_Assemblies,0,FALSE,FALSE,NA,NA
RT @cellhostmicrobe: A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functionalÉ??,FALSE,0,NA,08-03-19 16:38,FALSE,NA,1.10406E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aiubsharif1,6,TRUE,FALSE,NA,NA
RT @cellhostmicrobe: A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functionalÉ??,FALSE,0,NA,08-03-19 16:27,FALSE,NA,1.10406E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dferhadian,6,TRUE,FALSE,NA,NA
#Salud | É??La diabetes es una enfermedad cr??nica que afecta la manera en que el organismo convierte el alimento en eÉ?? https://t.co/B2W9OdKg7V,FALSE,1,NA,08-03-19 16:00,TRUE,NA,1.10405E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",VertigoPolitico,0,FALSE,FALSE,NA,NA
What #Vaccines Does #Medicare Part D Cover? #PDP #influenza #shingles #tetanus #pneumonia https://t.co/NMtv0mDCqw,FALSE,0,NA,08-03-19 15:07,FALSE,NA,1.10404E+18,NA,"<a href=""https://coschedule.com"" rel=""nofollow"">CoSchedule</a>",MedicareFAQ,0,FALSE,FALSE,NA,NA
RT @cellhostmicrobe: A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functionalÉ??,FALSE,0,NA,08-03-19 14:58,FALSE,NA,1.10403E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EduardYts5,6,TRUE,FALSE,NA,NA
RT @cellhostmicrobe: A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functionalÉ??,FALSE,0,NA,08-03-19 14:50,FALSE,NA,1.10403E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joaodjota,6,TRUE,FALSE,NA,NA
RT @Salud_Hidalgo: Acude a tu unidad m??dica m?≠s cercana y vac?ßnate contra la #Influenza recuerda es totalmente gratuita y segura #CuidaTuSaÉ??,FALSE,0,NA,08-03-19 14:10,FALSE,NA,1.10402E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",albertori06,4,TRUE,FALSE,NA,NA
"RT @LolitaOsorio_: ?≠Buen d??a! É??ã?è

Recuerda mantener ventilado tu hogar y desinfecta superficies.

La #Influenza ???ˇ es una enfermedad de origÉ??",FALSE,0,NA,08-03-19 14:09,FALSE,NA,1.10402E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",albertori06,3,TRUE,FALSE,NA,NA
A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functioÉ?? https://t.co/zYDUOPNJhA,FALSE,8,NA,08-03-19 14:05,TRUE,NA,1.10402E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cellhostmicrobe,6,FALSE,FALSE,NA,NA
RT @censia_salud: La #vacunaci??n ayuda a proteger a mujeres durante el embarazo y a sus #beb??s hasta los 6 meses despu??s de nacer. #InfluenÉ??,FALSE,0,NA,08-03-19 13:30,FALSE,NA,1.10401E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JesusRomeroSan2,6,TRUE,FALSE,NA,NA
"RT @censia_salud: Si est?≠s embarazada, es muy importante vacunarte contra la #influenza en esta temporada de fr??o.
Marzo es el ?ßltimo mes eÉ??",FALSE,0,NA,08-03-19 13:26,FALSE,NA,1.10401E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JesusRomeroSan2,16,TRUE,FALSE,NA,NA
@MadisonVirology Great talk by @LangloisLab yesterday. Loved hearing about his single cycle infection studies withÉ?? https://t.co/3MPmheM22w,FALSE,3,MadisonVirology,08-03-19 12:42,TRUE,1.10153E+18,1.104E+18,1.04435E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UWbernardLab,0,FALSE,FALSE,NA,NA
RT @EcmoNinja: Signed 3 death certificates from the flu today. Ranged in age 38-61 years old. Normal healthy working people before. #getaflÉ??,FALSE,0,NA,08-03-19 9:59,FALSE,NA,1.10396E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",AJValliant2025,254,TRUE,FALSE,NA,NA
"RT @censia_salud: La #vacuna de #influenza es segura y GRATUITA.
Marzo es el ?ßltimo mes en que se aplicar?≠ esta vacuna. Y t?ß, ?®ya te vacunaÉ??",FALSE,0,NA,08-03-19 7:21,FALSE,NA,1.10392E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",AntonioTonord,26,TRUE,FALSE,NA,NA
"RT @LolitaOsorio_: ?≠Buen d??a! É??ã?è

Recuerda mantener ventilado tu hogar y desinfecta superficies.

La #Influenza ???ˇ es una enfermedad de origÉ??",FALSE,0,NA,08-03-19 5:38,FALSE,NA,1.10389E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LUPITABALTAZARL,3,TRUE,FALSE,NA,NA
RT @AMJPublicHealth: BBC piece about employees coming to work when sick (&amp; endangering others in the workplace) cites AJPH study that foundÉ??,FALSE,0,NA,08-03-19 5:24,FALSE,NA,1.10389E+18,NA,"<a href=""https://twitterrific.com/ios"" rel=""nofollow"">Twitterrific for iOS</a>",SpeechTherapist,6,TRUE,FALSE,NA,NA
"RT @censia_salud: La #vacuna de #influenza es segura y GRATUITA.
Marzo es el ?ßltimo mes en que se aplicar?≠ esta vacuna. Y t?ß, ?®ya te vacunaÉ??",FALSE,0,NA,08-03-19 5:24,FALSE,NA,1.10389E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JesusRomeroSan2,26,TRUE,FALSE,NA,NA
RT @censia_salud: La #vacunaci??n ayuda a proteger a mujeres durante el embarazo y a sus #beb??s hasta los 6 meses despu??s de nacer. #InfluenÉ??,FALSE,0,NA,08-03-19 4:49,FALSE,NA,1.10388E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",xiomara08382358,6,TRUE,FALSE,NA,NA
RT @censia_salud: La #vacunaci??n ayuda a proteger a mujeres durante el embarazo y a sus #beb??s hasta los 6 meses despu??s de nacer. #InfluenÉ??,FALSE,0,NA,08-03-19 4:48,FALSE,NA,1.10388E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",03Jurisdiccion,6,TRUE,FALSE,NA,NA
#Salud |?ˇInstituto de @SaludAgs hace un llamado a la poblaci??n de #Aguascalientes para aplicaci??n de la vacuna de lÉ?? https://t.co/z4vVT6b3Qy,FALSE,0,NA,08-03-19 3:30,TRUE,NA,1.10386E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",jornadags,0,FALSE,FALSE,NA,NA
RT @censia_salud: La #vacunaci??n ayuda a proteger a mujeres durante el embarazo y a sus #beb??s hasta los 6 meses despu??s de nacer. #InfluenÉ??,FALSE,0,NA,08-03-19 3:10,FALSE,NA,1.10386E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MediciRojas,6,TRUE,FALSE,NA,NA
"Los ni?Òos menores de 5 a?Òos, adultos mayores de 60 y mujeres embarazadas, son los principales grupos de riesgo paraÉ?? https://t.co/ne35ok1K6a",FALSE,0,NA,08-03-19 2:00,TRUE,NA,1.10384E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",saludjalisco,0,FALSE,FALSE,NA,NA
"RT @GenesisHCS: To help stop the spread of the flu, please limit the number of visitors accompanying you when coming to the Genesis EmergenÉ??",FALSE,0,NA,08-03-19 1:54,FALSE,NA,1.10384E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SNezbeth,2,TRUE,FALSE,NA,NA
Quick Exit #BreatheDeep #NoJustKidding #Run #Influenza https://t.co/Njtwe0t3e5,FALSE,0,NA,08-03-19 1:43,FALSE,NA,1.10383E+18,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",CookiesbyDave,0,FALSE,FALSE,NA,NA
A small-molecule fusion inhibitor of #influenza virus is orally active in mice https://t.co/8hWl7jUExL,FALSE,2,NA,08-03-19 1:14,FALSE,NA,1.10383E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",thelonevirologi,0,FALSE,FALSE,NA,NA
RT @thelonevirologi: The human antibody response to #influenza A virus infection and vaccination by ÉÅ?@florian_krammerÉÅ?  https://t.co/S6WqqFÉ??,FALSE,0,NA,08-03-19 0:20,FALSE,NA,1.10381E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CMarizzi,1,TRUE,FALSE,NA,NA
RT @censia_salud: La #vacunaci??n ayuda a proteger a mujeres durante el embarazo y a sus #beb??s hasta los 6 meses despu??s de nacer. #InfluenÉ??,FALSE,0,NA,07-03-19 23:53,FALSE,NA,1.10381E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nati_61,6,TRUE,FALSE,NA,NA
"RT @GenesisHCS: To help stop the spread of the flu, please limit the number of visitors accompanying you when coming to the Genesis EmergenÉ??",FALSE,0,NA,07-03-19 23:25,FALSE,NA,1.1038E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",eromito,2,TRUE,FALSE,NA,NA
La #vacunaci??n ayuda a proteger a mujeres durante el embarazo y a sus #beb??s hasta los 6 meses despu??s de nacer.É?? https://t.co/EdNv0yqeRg,FALSE,8,NA,07-03-19 22:10,TRUE,NA,1.10378E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",censia_salud,6,FALSE,FALSE,NA,NA
Attention @ambrosia_ca shoppers Doncaster @coldQ1 is there #coldQ natural oral spray designed to help your body figÉ?? https://t.co/ew5L7NsnHg,FALSE,1,NA,07-03-19 22:00,TRUE,NA,1.10378E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",coldQ1,0,FALSE,FALSE,NA,NA
RT @Salud_Hidalgo: Acude a tu unidad m??dica m?≠s cercana y vac?ßnate contra la #Influenza recuerda es totalmente gratuita y segura #CuidaTuSaÉ??,FALSE,0,NA,07-03-19 21:53,FALSE,NA,1.10378E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",VoluntariadoSSH,4,TRUE,FALSE,NA,NA
Antiviral agents compared for treatment of #influenza: https://t.co/Fm8gNcTowl,FALSE,0,NA,07-03-19 21:40,FALSE,NA,1.10377E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",medicalbag,0,FALSE,FALSE,NA,NA
RT @prepsummit: The 2019 Preparedness Summit offers sharing sessions geared towards preparing #publichealth professionals for a possible #iÉ??,FALSE,0,NA,07-03-19 21:39,FALSE,NA,1.10377E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RobertaLavin,1,TRUE,FALSE,NA,NA
The 2019 Preparedness Summit offers sharing sessions geared towards preparing #publichealth professionals for a posÉ?? https://t.co/k1B0h02RUO,FALSE,2,NA,07-03-19 21:30,TRUE,NA,1.10377E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",prepsummit,1,FALSE,FALSE,NA,NA
Me dio #influenza y hoy volv?? a trabajar pensando que me iban a tratar como la peste y nadie se me acercar??a pero eÉ?? https://t.co/ReVbdfzd8l,FALSE,0,NA,07-03-19 21:26,TRUE,NA,1.10377E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dianabacaruiz,0,FALSE,FALSE,NA,NA
RT @DonnaYoungDC: Also see my interview w/ #NIH Fauci from last week on universal #flu vaccine &amp; #NIAID's strategic plan here: https://t.coÉ??,FALSE,0,NA,07-03-19 21:25,FALSE,NA,1.10377E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",StormWatchGirl,3,TRUE,FALSE,NA,NA
RT @DonnaYoungDC: Also see my interview w/ #NIH Fauci from last week on universal #flu vaccine &amp; #NIAID's strategic plan here: https://t.coÉ??,FALSE,0,NA,07-03-19 21:24,FALSE,NA,1.10377E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",xileenie,3,TRUE,FALSE,NA,NA
"RT @NJDeptofHealth: Our #Influenza Honor Roll recognizes institutions promoting #flu prevention this season! 

We are accepting submissionsÉ??",FALSE,0,NA,07-03-19 21:19,FALSE,NA,1.10377E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1_samuelvieira,2,TRUE,FALSE,NA,NA
RT @Salud_Hidalgo: Acude a tu unidad m??dica m?≠s cercana y vac?ßnate contra la #Influenza recuerda es totalmente gratuita y segura #CuidaTuSaÉ??,FALSE,0,NA,07-03-19 20:25,FALSE,NA,1.10375E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LuisEnriqueC_,4,TRUE,FALSE,NA,NA
#Influenza is now widespread in Minnesota. It's not too late to get your vaccination to keep you and others healthy! https://t.co/1OACPrx9wX,FALSE,1,NA,07-03-19 20:10,FALSE,NA,1.10375E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MinnPharmAssoc,0,FALSE,FALSE,NA,NA
How flu season can affect hospital finances https://t.co/i9e7OJdZFr #flu #influenza #revenuecycle #revcycle https://t.co/6tOuvnorOx,FALSE,1,NA,07-03-19 20:03,FALSE,NA,1.10375E+18,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Change_HC,0,FALSE,FALSE,NA,NA
RT @censia_salud: ?≠Cu??date! Si vives con #VIH es importante que te vacunes contra la #Influenza #Prot??gete #Prevenci??n https://t.co/JS7VByVÉ??,FALSE,0,NA,07-03-19 19:50,FALSE,NA,1.10374E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CriseldaHdz,12,TRUE,FALSE,NA,NA
"#Influenza is still spreading in #Vermont, Remember that the #flu can be dangerous &amp; sometimes fatal. Take steps toÉ?? https://t.co/7bEBqW5Ni8",FALSE,1,NA,07-03-19 19:39,TRUE,NA,1.10374E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",healthvermont,0,FALSE,FALSE,NA,NA
"To help stop the spread of the flu, please limit the number of visitors accompanying you when coming to the GenesisÉ?? https://t.co/G5KfeJjPuD",FALSE,1,NA,07-03-19 19:24,TRUE,NA,1.10374E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GenesisHCS,2,FALSE,FALSE,NA,NA
#GeorgiaState researcher Dr. Baozhong Wang is fighting #influenza #TheStateWay! He's received a $3.86 million federÉ?? https://t.co/e6x2Z1WduL,FALSE,1,NA,07-03-19 19:20,TRUE,NA,1.10374E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",gsu_news,0,FALSE,FALSE,NA,NA
Creo que tengo #influenza y yo q cre?? k ahora s?? era una mega gripe! https://t.co/iUzwcUVuiC,FALSE,0,NA,07-03-19 19:14,FALSE,NA,1.10374E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",leosunset,0,FALSE,FALSE,NA,NA
Alguien sabe si hay epidemia de gripe o influenza? S?? de al menos una escuela que cerr?? por una semana debido a tantos casos de #influenza,FALSE,1,NA,07-03-19 19:06,FALSE,NA,1.10373E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",leosunset,1,FALSE,FALSE,NA,NA
I've tried to write a tweet like 10 times and I ended up deleting all of them. I'm just excited it's my birthday anÉ?? https://t.co/ZKwzGli0Ee,FALSE,5,NA,07-03-19 19:06,TRUE,NA,1.10373E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmandaGrrrace,0,FALSE,FALSE,NA,NA
RT @epoanci: En esta semana se llev?? a cabo la difusi??n en la comunidad escolar de medidas de prevenci??n de la #Influenza. #EscuelasFuertesÉ??,FALSE,0,NA,07-03-19 19:04,FALSE,NA,1.10373E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JoseRaOC,1,TRUE,FALSE,NA,NA
En esta semana se llev?? a cabo la difusi??n en la comunidad escolar de medidas de prevenci??n de la #Influenza.É?? https://t.co/H3KFr3hDw2,FALSE,2,NA,07-03-19 18:49,TRUE,NA,1.10373E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",epoanci,1,FALSE,FALSE,NA,NA
RT @AMJPublicHealth: BBC piece about employees coming to work when sick (&amp; endangering others in the workplace) cites AJPH study that foundÉ??,FALSE,0,NA,07-03-19 18:38,FALSE,NA,1.10373E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",APHAMCH,6,TRUE,FALSE,NA,NA
"RT @EBmedicine: #Tamiflu (oseltamivir) is the most common ""treatment"" for #influenza, and a 2015 meta-analysis  found a 21% shorter time toÉ??",FALSE,0,NA,07-03-19 18:16,FALSE,NA,1.10372E+18,NA,"<a href=""https://meta-evidence.co.uk"" rel=""nofollow"">Systematic Review Bot</a>",EvidenceRobot,1,TRUE,FALSE,NA,NA
"#Tamiflu (oseltamivir) is the most common ""treatment"" for #influenza, and a 2015 meta-analysis  found a 21% shorterÉ?? https://t.co/YxG0DnDb9R",FALSE,0,NA,07-03-19 18:15,TRUE,NA,1.10372E+18,NA,"<a href=""https://www.semrush.com/"" rel=""nofollow"">SEMrush Social Media Tool</a>",EBmedicine,1,FALSE,FALSE,NA,NA
Recuerden que la vacuna protege tambi??n durante los brotes interestacionales (entre marzo y octubre) y es la mejorÉ?? https://t.co/IN3HJh9vwv,FALSE,0,NA,07-03-19 18:07,TRUE,NA,1.10372E+18,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",CurarseEnSalud,0,FALSE,FALSE,NA,NA
RT @ISID_org: Check out the March Issue of the International Journal of Infectious Diseases #IJID #openaccess #hepatitis #antibioticresistaÉ??,FALSE,0,NA,07-03-19 16:44,FALSE,NA,1.1037E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sabeehahv,1,TRUE,FALSE,NA,NA
RT @Salud_Hidalgo: Acude a tu unidad m??dica m?≠s cercana y vac?ßnate contra la #Influenza recuerda es totalmente gratuita y segura #CuidaTuSaÉ??,FALSE,0,NA,07-03-19 16:25,FALSE,NA,1.10369E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DUME_SSH,4,TRUE,FALSE,NA,NA
"?≠No es momento de bajar la guardia contra el #virus de la #influenza: SVG!
 https://t.co/mUSndIeVBk",FALSE,0,NA,07-03-19 16:22,FALSE,NA,1.10369E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",elcircotv,0,FALSE,FALSE,NA,NA
"?≠Buen d??a! É??ã?è

Recuerda mantener ventilado tu hogar y desinfecta superficies.

La #Influenza ???ˇ es una enfermedad deÉ?? https://t.co/6TheOSwPlz",FALSE,7,NA,07-03-19 16:15,TRUE,NA,1.10369E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",LolitaOsorio_,3,FALSE,FALSE,NA,NA
Acude a tu unidad m??dica m?≠s cercana y vac?ßnate contra la #Influenza recuerda es totalmente gratuita y seguraÉ?? https://t.co/HGcaSHX65U,FALSE,4,NA,07-03-19 16:15,TRUE,NA,1.10369E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Salud_Hidalgo,4,FALSE,FALSE,NA,NA
?≠No es momento de bajar la #guardia contra el #virus de la #influenza: SVG! https://t.co/3ypvvdWsgy,FALSE,0,NA,07-03-19 15:49,FALSE,NA,1.10368E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",elcircotv,0,FALSE,FALSE,NA,NA
Check out the March Issue of the International Journal of Infectious Diseases #IJID #openaccess #hepatitisÉ?? https://t.co/MIcZtAoKNh,FALSE,2,NA,07-03-19 15:45,TRUE,NA,1.10368E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",ISID_org,1,FALSE,FALSE,NA,NA
"RT @CDCDirector: Vaccinations save lives, protect our children, and are one of our greatest public health achievements. We should fear #meaÉ??",FALSE,0,NA,07-03-19 15:08,FALSE,NA,1.10367E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HHSRegion8,19,TRUE,FALSE,NA,NA
Mayo Clinic Minute: The Flu Season Is Not Over And It's Not Too Late To Get A Flu Shot #Influenza #FluShot https://t.co/izCBIxKTd6,FALSE,0,NA,07-03-19 15:07,FALSE,NA,1.10367E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bossoft,0,FALSE,FALSE,NA,NA
"RT @censia_salud: La #vacuna de #influenza es segura y GRATUITA.
Marzo es el ?ßltimo mes en que se aplicar?≠ esta vacuna. Y t?ß, ?®ya te vacunaÉ??",FALSE,0,NA,07-03-19 14:55,FALSE,NA,1.10367E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HRAEOAX,26,TRUE,FALSE,NA,NA
"RT @censia_salud: Si est?≠s embarazada, es muy importante vacunarte contra la #influenza en esta temporada de fr??o.
Marzo es el ?ßltimo mes eÉ??",FALSE,0,NA,07-03-19 14:24,FALSE,NA,1.10366E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nevarezgonzalo,16,TRUE,FALSE,NA,NA
